"X","Track.Name","Artist","id","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","Streams","popularity"
43,"REPEAT IT (with Gunna)","Lil Tecca","4s6vwFgPdCtidpEw8KuQT6",0.0567,0.743,190345,0.687,0,11,0.062,-7.613,0,0.309,108.685,3,0.582,1592194,72
44,"SCOOP (feat. Doja Cat)","Lil Nas X","6bpq1jGkVz66Q3LYeoXdjZ",0.0427,0.841,174164,0.527,1.54e-06,6,0.12,-8.116,1,0.149,163.975,4,0.582,1585681,84
45,"Chasing After You (with Maren Morris)","Ryan Hurd","1ZIKpMTRPqhwAoVXWY3tXI",0.723,0.596,207974,0.679,0,4,0.116,-6.395,1,0.0394,131.912,4,0.479,1584648,79
46,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke","0PvFJmanyNQMseIFrU708S",0.114,0.823,190476,0.586,0,6,0.193,-6.606,0,0.2,125.971,4,0.347,1584168,84
47,"See You Again (feat. Kali Uchis)","Tyler, The Creator","7KA4W4McWYRpgf0fWsJZWB",0.371,0.558,180387,0.559,7.49e-06,6,0.109,-9.222,1,0.0959,78.558,4,0.62,1575764,82
48,"Forever After All","Luke Combs","6IBcOGPsniK3Pso1wHIhew",0.191,0.487,232533,0.65,0,0,0.0933,-5.195,1,0.0253,151.964,4,0.456,1575094,80
49,"masquerade","Siouxxie","64EA2RKyciBwCuVczLH6Ct",0.000674,0.608,144536,0.792,0.653,9,0.252,-5.721,1,0.0355,161.104,4,0.611,1570351,83
50,"Wasted On You","Morgan Wallen","3cBsEDNhFI9E82vPj3kvi3",0.373,0.505,178520,0.657,0.00107,11,0.126,-5.24,0,0.0318,196,3,0.252,1569520,78
51,"Smells Like Teen Spirit","Nirvana","1f3yAtsJtY87CTmM8RLnxf",2.55e-05,0.502,301920,0.912,0.000173,1,0.106,-4.556,1,0.0564,116.761,4,0.72,1565744,84
52,"I GUESS I'M IN LOVE","Clinton Kane","1is8gU4RVcN4J8xItxWoOY",0.877,0.422,204094,0.34,1.77e-05,0,0.149,-6.577,1,0.0351,77.213,4,0.223,1564439,88
53,"'Til You Can't","Cody Johnson","4k3lPl8YTKuY8c1HelVnm3",0.0513,0.501,224213,0.815,0,1,0.106,-4.865,1,0.0436,160.087,4,0.46,1556168,72
54,"Calling My Phone","Lil Tjay","3J8EOeKLTLXORtWPpOU5bE",0.451,0.907,205458,0.393,1.35e-06,4,0.135,-7.636,0,0.0539,104.949,4,0.202,1555005,84
55,"SUVs (Black on Black)","Jack Harlow","1MIGkQxcdAt2lDx6ySpsc5",0.144,0.801,157675,0.688,0,1,0.107,-4.594,1,0.396,162.928,4,0.5,1537483,81
56,"you broke me first","Tate McRae","45bE4HXI0AwGZXfZtMp8JR",0.785,0.667,169266,0.373,0,4,0.0906,-9.389,1,0.05,124.148,4,0.0823,1535204,87
57,"Seduce (feat. Capella Grey)","Russ","5irzewJoHob42Nq3P9kOYh",0.624,0.825,117447,0.366,1.87e-06,1,0.0575,-6.973,0,0.0614,94.032,4,0.75,1534247,79
58,"Looking Out for You","Joy Again","3jfZ9M23l0L7RxzYMTgBTv",0.0884,0.682,179499,0.9,0.063,9,0.0685,-5.028,1,0.0874,100.721,4,0.937,1533657,82
59,"range brothers (with Kendrick Lamar)","Baby Keem","0UTyLmkQgPOEIz95OVAJTR",0.00466,0.667,316733,0.582,0,11,0.124,-5.791,0,0.267,121.972,4,0.141,1527657,79
60,"The Less I Know The Better","Tame Impala","6K4t31amVTZDgR3sKmwUJJ",0.0115,0.64,216320,0.74,0.00678,4,0.167,-4.083,1,0.0284,116.879,4,0.785,1514864,84
61,"Best Friend (feat. Doja Cat)","Saweetie","20BOju91NaEFK5Py4VJ2pp",0.00302,0.84,155884,0.766,3.61e-06,4,0.0684,-4.12,1,0.136,94.018,4,0.402,1511056,72
62,"Tennessee Whiskey","Chris Stapleton","3fqwjXwUGN6vbzIwvyFMhx",0.205,0.392,293293,0.37,0.0096,9,0.0821,-10.888,1,0.0298,48.718,4,0.512,1508280,80
63,"Talking to the Moon","Bruno Mars","161DnLWsx1i3u1JT05lzqU",0.512,0.523,217867,0.606,0,1,0.106,-4.754,0,0.0301,145.837,4,0.065,1507629,83
64,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby","78QR3Wp35dqAhFEc2qAGjE",0.0852,0.897,145543,0.662,0,1,0.534,-6.903,0,0.292,112.511,4,0.389,1504235,82
65,"Laugh Now Cry Later (feat. Lil Durk)","Drake","2SAqBLGA283SUiwJ3xOUVI",0.244,0.761,261493,0.518,3.47e-05,0,0.107,-8.871,1,0.134,133.976,4,0.522,1502012,83
66,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert","2eAZfqOm4EnOF9VvN50Tyc",0.617,0.703,221747,0.757,0,1,0.106,-3.612,1,0.05,82.008,4,0.696,1500858,80
67,"When We Were Young","Adele","6O5TrlFWTYvznd9fMC0VvU",0.322,0.372,290900,0.566,0,3,0.0953,-6.779,1,0.0519,146.399,4,0.28,1500336,85
68,"I Love You So","The Walters","1175r6ZmkUjX8dRJLz9Ohk",0.65,0.578,160254,0.669,0,10,0.13,-4.898,1,0.0377,75.995,4,0.503,1497863,87
69,"TSU","Drake","4s7QLoImIwmPi9L6dq1nVW",0.228,0.568,308756,0.56,3.05e-06,9,0.39,-9.059,1,0.42,130.019,4,0.246,1497798,83
70,"Ready (feat. Gunna)","Lil Baby","4F6yN5FsFW10Ucx7cLCzBh",0.277,0.793,213287,0.395,1.4e-05,1,0.109,-5.578,1,0.385,77.027,4,0.129,1495915,79
71,"If I Didn't Love You","Jason Aldean","5f3MXmTmstozFg0BH1yPUk",0.176,0.456,212030,0.679,0,1,0.103,-4.802,1,0.0324,184.075,4,0.483,1495049,79
72,"Before You Go","Lewis Capaldi","2gMXnyrvIjhVBUZwvLZDMP",0.604,0.459,215107,0.575,0,3,0.0885,-4.858,1,0.0573,111.881,4,0.183,1490336,85
73,"Motley Crew","Post Malone","40uMIn2zJLAQhNXghRjBed",0.0904,0.797,184213,0.631,3.71e-06,3,0.0998,-3.818,0,0.0786,129.915,4,0.288,1485842,85
74,"ROCKSTAR (feat. Roddy Ricch)","DaBaby","7ytR5pFWmSjzHJIeQkgog4",0.247,0.746,181733,0.69,0,11,0.101,-7.956,1,0.164,89.977,4,0.497,1480702,85
75,"In The Bible (with Lil Durk & Giveon)","Drake","61S79KIVA4I9FXbnsylEHT",0.614,0.686,296568,0.385,0,7,0.131,-8.35,0,0.297,143.07,4,0.147,1479177,83
76,"lovely (with Khalid)","Billie Eilish","0u2P5u6lvoDfwTYjAADbn4",0.934,0.351,200186,0.296,0,4,0.095,-10.109,0,0.0333,115.284,4,0.12,1478480,88
77,"The Hills","The Weeknd","7fBv7CLKzipRk6EC6TWHOB",0.0671,0.585,242253,0.564,0,0,0.135,-7.063,0,0.0515,113.003,4,0.137,1477690,85
78,"WITHOUT YOU","The Kid LAROI","27OeeYzk6klgBh83TSvGMA",0.213,0.662,161385,0.413,0,0,0.134,-7.357,1,0.0299,93.005,4,0.467,1476665,86
79,"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign)","Tyler, The Creator","5B0kgjHULYJhAQkK5XsMoC",0.269,0.493,121573,0.653,0,0,0.511,-5.666,0,0.0466,142.347,4,0.852,1476450,81
80,"Godzilla (feat. Juice WRLD)","Eminem","7FIWs0pqAYbP91WWM0vlTQ",0.145,0.808,210800,0.745,0,10,0.292,-5.26,0,0.342,165.995,4,0.829,1475818,85
81,"p r i d e . i s . t h e . d e v i l (with Lil Baby)","J. Cole","5W8jRrZ6tWrTrqnKRtIQBf",0.104,0.861,218210,0.656,0,4,0.0986,-7.867,0,0.425,88.967,4,0.331,1474991,81
82,"Tongue Tied","Grouplove","0GO8y8jQk1PkHzS31d699N",0.00847,0.56,218013,0.936,0,3,0.161,-5.835,1,0.0439,112.96,4,0.371,1473590,81
83,"MIDDLE CHILD","J. Cole","2JvzF1RMd7lE3KmFlsyZD8",0.149,0.837,213594,0.364,0,8,0.271,-11.713,1,0.276,123.984,4,0.463,1472323,81
84,"Cigarette Daydreams","Cage The Elephant","2tznHmp70DxMyr2XhWLOW0",0.0807,0.636,208760,0.676,0,2,0.0831,-3.442,1,0.0263,113.98,4,0.273,1465453,76
85,"Save Your Tears","The Weeknd","5QO79kh1waicV47BqGRL3g",0.0212,0.68,215627,0.826,1.24e-05,0,0.543,-5.487,1,0.0309,118.051,4,0.644,1463561,88
86,"Ric Flair Drip (& Metro Boomin)","Offset","7sO5G9EABYOXQKNPNiE9NR",0.149,0.88,172800,0.428,5.07e-05,9,0.114,-8.28,1,0.206,100.007,4,0.333,1460591,82
87,"Heartless","Kanye West","4EWCNWgDS8707fNSZ1oaA5",0.0515,0.79,211000,0.647,0,10,0.248,-5.983,0,0.136,87.999,4,0.654,1459836,81
88,"What You Know Bout Love","Pop Smoke","1tkg4EHVoqnhR6iFEXb60y",0.65,0.709,160000,0.548,1.59e-06,10,0.133,-8.493,1,0.353,83.995,4,0.543,1450828,85
89,"You (feat. Travis Scott)","Don Toliver","4qS2KPWvsQzLvRa9oCHw41",0.409,0.782,213637,0.528,7.89e-05,1,0.0999,-6.035,0,0.0532,117.977,4,0.389,1445309,75
90,"Shoota (feat. Lil Uzi Vert)","Playboi Carti","2BJSMvOGABRxokHKB0OI8i",0.188,0.673,153800,0.649,0,1,0.122,-8.433,0,0.196,153.075,4,0.47,1440240,80
91,"Blueberry Faygo","Lil Mosey","22LAwLoDA5b4AaGSkg6bKW",0.207,0.774,162547,0.554,0,0,0.132,-7.909,1,0.0383,99.034,4,0.349,1440163,79
92,"Don't Stop Believin'","Journey","4bHsxqR3GMrXTxEPLuK5ue",0.127,0.5,250987,0.748,0,4,0.447,-9.072,1,0.0363,118.852,4,0.514,1438378,82
93,"Don't Be Shy","Tiësto","0bI7K9Becu2dtXK1Q3cZNB",0.198,0.77,140500,0.787,0,11,0.262,-3.748,0,0.0583,119.986,4,0.513,1437367,91
94,"Fuck Love (feat. Trippie Redd)","XXXTENTACION","7AQim7LbvFVZJE3O8TYgf2",0.0172,0.797,146520,0.533,0.000152,0,0.103,-9.74,0,0.0412,131.036,4,0.329,1428435,83
95,"For Tonight","Giveon","61Emqg95O9zo1GNOcyxq4Y",0.0699,0.442,193822,0.517,0,9,0.114,-7.807,1,0.0548,79.867,4,0.2,1425564,82
96,"Matt Hardy 999 (feat. Juice WRLD)","Trippie Redd","1HsOTiVqdN7PB1zOS2bcsO",0.201,0.672,188026,0.654,0,1,0.1,-4.528,1,0.0966,78.512,4,0.404,1420859,76
97,"Adore You","Harry Styles","3jjujdWJ72nww5eGnfs2E7",0.0237,0.676,207133,0.771,7e-06,8,0.102,-3.675,1,0.0483,99.048,4,0.569,1418975,85
98,"I Can't Handle Change","Roar","0I1eFRytp4XRhLCjT6tZm7",0.0455,0.247,198213,0.438,0.000871,5,0.111,-8.479,1,0.0358,185.716,3,0.39,1418214,83
99,"positions","Ariana Grande","35mvY5S1H3J2QZyna3TFe0",0.468,0.737,172325,0.802,0,0,0.0931,-4.771,1,0.0878,144.015,4,0.682,1413806,87
